ids,intents,sentences,sentence_orgin
10467,lists_remove,Chuyển đến danh sách và loại bỏ mục ,go to the list and remove item
13621,qa_stock,cho tôi biết giá cổ phiếu hiện tại của Nether ,tell me lexmark's current stock price
12319,transport_traffic,Giao thông từ công việc đến nhà như thế nào ,how is traffic from work to home
8285,calendar_remove,Tiệc sinh nhật ra khỏi lịch cho tháng 5 ,take birthday party off of calendar for may
12559,transport_taxi,Đặt một chiếc taxi Uber ,book a taxi uber
5234,weather_query,Tôi sẽ mang ô sau ,am i going to bring umbrella later
5698,weather_query,Tôi có cần phải lấy chiếc ô hôm nay không ,do i need to take the umbrella out today
15947,email_querycontact,Mở danh bạ và tìm John Smith ,open contacts and find john smith
1433,audio_volume_down,Vui lòng tắt âm lượng ,please turn down the volume
4740,iot_hue_lightdim,Quay xuống đèn trong phòng khách ,turn down the lights in the living room
15954,email_sendemail,Olly Email Jennifer Lịch trình mới của cuộc họp cho ngày mai ,olly email jennifer the new schedule of the meeting for tomorrow
15494,social_post,Tôi cần phải viết một đánh giá xấu cho Yahoo ,i need to write a bad review for yahoo
3861,iot_cleaning,Bật phòng Roomba cho tôi ,turn on the roomba for me
580,iot_hue_lightoff,Hãy tắt đèn ,please turn off the light
11818,recommendation_locations,Olly tìm một cửa hàng bán bia ,olly find a shop that sells beer
11967,recommendation_locations,một quán rượu tuyệt vời ở đâu ,where is a great pub
3104,music_likeness,Lưu bài hát này là một yêu thích ,save this song as a favorite
10452,lists_remove,Đưa bánh mì ra khỏi danh sách mua sắm ,take bread out from the shopping list
9050,calendar_set,Thêm đám cưới Monas ngay cả vào lịch của tôi cho thứ ba ,add monas wedding even to my calendar for tuesday
14265,qa_factoid,Bắc Băng Dương ở đâu ,where is artic ocean
4059,music_likeness,Tôi thực sự thích rock and roll ,i really enjoy rock and roll
11977,events,sự kiện gần tôi. ,events near me
7441,calendar_set,gặp gỡ với tình yêu vào ngày hôm sau ,meeting with love the next day
8921,calendar_set,Vui lòng cập nhật cho tôi về kịch bản hôm nay ,please make me updated about today's scenario
11010,lists_createoradd,đưa ra một danh sách mua sắm mới ,bring up a new shopping list
4925,music_query,Bài hát này được ghi lại vào năm nào ,what year was this song recorded
16579,email_query,Tôi đã thêm một địa chỉ email mới cho Joe hôm qua bạn sẽ tìm thấy nó ,i added a new email address for joe yesterday will you find it please
14769,qa_factoid,Alexa cho tôi biết đại dương lớn nhất thế giới ,alexa tell me the largest ocean in the world
15411,social_post,Gửi khiếu nại cho dịch vụ tiêu dùng của công ty này ,send a complaint to consumer service of this company
2817,iot_hue_lighton,Trời tối trong phòng khách ,it's dark in the living room
2529,play_music,Định vị năm người đứng đầu được nghe nhiều bài hát trên danh sách phát của tôi trong một hàng đợi bắt đầu từ nhiều nhất được nghe ,position the top five most listened to songs on my playlist in a queue starting at most listened to
12270,transport_ticket,Đặt cho tôi một vé tàu trong bất kỳ chuyến tàu nào đến Bombay cho ngày mai ,book me a train ticket in any train to bombay for tomorrow
10284,play_game,Bắt đầu Candy Crush. ,start candy crush
3592,audio_volume_up,lớn tiếng ,loudly
9727,play_audiobook,Khởi động lại Audiobook. ,restart audiobook
11900,recommendation_movies,Chơi một bộ phim tôi sẽ thích ,play a movie i'll like
244,news_query,Chuyện gì đang xảy ra ở Cambridge ,what's happening in cambridge
14279,qa_definition,Vui lòng định nghĩa về công việc in ấn ,please defined about printing works
14575,qa_currency,Anh sử dụng loại tiền nào ,what currency does england use
9714,play_audiobook,Chơi một tảng đá ,play a rock
6549,general_quirky,Olly hôm nay là một ngày mệt mỏi ,olly today was a tiring day
6745,calendar_set,Thêm vào lịch của tôi cuộc gọi hàng ngày vào năm giờ chiều ,add to my calendar daily call at five pm
13834,qa_currency,một giá trị của một màu được so với đô la Mỹ là gì ,what is a calone worth compared to a us dollar
16040,email_query,Tôi có bất kỳ email nào từ John trong tuần trước ,do i have any emails from john in the last week
16566,email_sendemail,Email Co Worker Giới thiệu về Dự án Công việc ,email co worker about work project
7561,calendar_set,nhắc nhở tôi về cuộc họp văn phòng vào ngày mai lúc bảy giờ ,remind me about the office meeting tomorrow at seven
8362,calendar_set,Bạn có thể đặt một lời nhắc nhở để tôi đến thực hành bóng rổ của con tôi vào mỗi tối thứ sáu ,can you set a reminder for me to go to my kid's basketball practice every friday night
15781,email_sendemail,"hey google email đến caroline, làm thế nào bạn có thể gửi cho tôi cập nhật trên dự án cuối cùng Cheers Tomasz ",hey google email to caroline how are you can you send me updates on last project cheers tomasz
16849,email_sendemail,Email Susan và viết rằng ,email susan and write that
13933,qa_stock,Thay đổi gì trong thanh mua tốt nhất ,what's the change in best buy stick
11727,recommendation_movies,Hiển thị thời gian cho nhà hát gần nhất ,show times for nearest theater
9769,play_audiobook,Sơ yếu lý lịch ,resume story
6743,calendar_set,Thêm một lần một PM gọi lịch ,add weekly one pm call to calendar
5460,weather_query,Tôi có nên mang theo một chiếc ô với tôi ngay bây giờ ,should i bring an umbrella with me right now
16939,email_sendemail,Trả lời địa chỉ của tôi với John ,reply my address to john
5551,recommendation_locations,Những nhà hàng gần nhất có sẵn ,which is the nearest restaurants available
14325,qa_factoid,Kelly Clarkson sinh ra ở đâu ,where was kelly clarkson born
14546,qa_factoid,Những quốc gia nào có biên giới đến Ấn Độ ,which country's have a border to india
3153,alarm_remove,Xóa chín giờ sáng của tôi ,clear my nine am alarms
11831,recommendation_locations,tìm cho tôi một trạm xăng gần gũi bởi ,find me a gas station close by
4304,play_music,Chơi Major Tom của David Bowie ,play major tom by david bowie
12673,transport_traffic,là những con đường bị tắc nghẽn ngay bây giờ ,are the streets congested right now
13828,qa_definition,mô tả một con sao biển. ,describe a starfish
15060,qa_definition,Định nghĩa của mũi tên xin vui lòng ,definition of arrow please
1860,news_query,snap đã trở nên công khai chưa ,did snap become public yet
16644,email_sendemail,Chuẩn bị gửi tin nhắn trả lời gửi đi ,prepare to send an outgoing reply message
8250,calendar_set,Olly Tôi cần bữa trưa vào tuần tới được đặt trên lịch ,olly i need next week's lunch put on the calendar
5409,music_query,Vui lòng cho tôi xem chi tiết bài hát đã chơi trước đó ,please show me detail of previous played song
381,play_music,Vui lòng mở ứng dụng âm nhạc của tôi và chơi các trò chơi bị xáo trộn ,please open my music application and play games by disturbed
575,music_settings,Chỉ chơi các bài hát ca sĩ đặc biệt ,play only particular singer songs
11589,recommendation_locations,cửa hàng rượu ,wine shop
15151,post,đăng bài mà tôi sẽ đến walmart để mua sắm ,post that i am going to walmart for shopping
13458,qa_maths,sáu lần sáu mươi tám là bao nhiêu ,what is six times sixty eight
9803,play_audiobook,Bắt đầu cuốn sách âm thanh Hai tòa tháp ,start audio book the two towers
14538,qa_definition,Giải thích cho tôi về đá ,explain me about rock
8659,calendar_remove,Vui lòng xóa hoàn toàn lịch của tôi ,please clear out my calendar completely
12639,transport_query,Chuyến tàu năm chiều vào thứ Tư đến Rockville là đúng giờ ,the five pm train on wednesday to rockville is it on time
4897,hue_lightdim,Đèn quá sáng ,the lights are too bright
16674,email_sendemail,Gửi email đến joejoe @ gmail dot com ,send email to joejoe@gmail dot com
320,weather_query,Tôi sẽ lấy một chiếc ô vào ngày mai ,shall i get an umbrella tomorrow
6275,general_quirky,Olly tôi đã có một ngày tuyệt vời ngày hôm nay ,olly i had a great day today
14611,qa_factoid,Thông tin Geo. ,geo info
15284,social_query,Đã renee chỉ cần đăng lên nguồn cấp dữ liệu facebook của tôi ,did renee just post to my facebook feed
14233,qa_definition,như ,w
8247,calendar_set,olly thêm ngày ăn tối vào ngày mai đến lịch ,olly add tomorrow's dinner date to the calendar
10584,lists_createoradd,hey đặt cà rốt vào đó ,hey put carrots on that
2,alarm_set,Đặt báo thức trong hai giờ kể từ bây giờ ,set an alarm for two hours from now
14778,qa_factoid,Alexa lớn thế nào là vũ trụ trong dặm ,alexa how large is the universe in miles
1262,alarm_query,Khi nào bộ báo động của tôi được đặt cho ,when is my alarm set for
15934,email_query,Bạn có thể đọc cho tôi những email mới nhất của tôi ,can you read me my latest emails
13441,weather_query,Nhiệt độ ngày nay là gì ,what is today's temperature
8237,calendar_set,"hey google, bạn có thể lưu tối thứ Hai tuần sau cho cuộc hẹn với Carl ",hey google can you save next monday night for my date with carl
4885,news_query,Tin tức về Châu Phi là gì ,whats the news about in africa
6030,weather_query,thức ăn sẽ được đưa ra tại triển lãm ,food will be given at the exhibition
2465,iot_hue_lightoff,tắt đèn ,switch the lights off
12474,recommendation_locations,Ếch ngọt gần nhất ở đâu ,where is the closest sweet frog
15354,social_post,Tôi muốn bạn tweet cho tôi tại Diễn đàn Khiếu nại Người tiêu dùng Ấn Độ về việc cung cấp trễ của xi lanh khí ,i would want you to tweet for me at india consumer complaints forum regarding the late delivery of gas cylinder
15495,social_post,kéo lên một khiếu nại cho AOL ,pull up a complaint for aol
16211,email_sendemail,gửi cho cha một email nói rằng thời tiết tuần này như thế nào ,send dad an email saying how is the weather this week
6537,general_quirky,Hôm nay bạn cảm thấy thế nào ,how do you feel today
11580,recommendation_locations,Có bất kỳ tạp hóa gần đó ,is there any grocery nearby
4635,audio_volume_down,Giảm âm lượng loa xuống ,turn speaker volume down
13225,qa_factoid,Keith đô thị đã ở đâu ,where was keith urban born
11229,lists_query,Tôi có tất cả các chi tiết về PDA's ,i have all details about pda's
3925,play_music,Bắt đầu danh sách bài hát dân gian của tôi ngay sau bài hát này ,start my folk song list right after this song
1682,audio_volume_up,Đặt âm lượng âm nhạc thành chín mươi ,set the music volume to ninety
3943,datetime_query,ngày nào là thứ hai mươi trong tháng này ,what day is the twentieth this month
2554,datetime_query,Ngày nào trong tuần là Valentine trên ,what day of the week is valentines on
12087,recommendation_events,sự kiện sắp tới ,events upcoming
4691,play_music,Bạn có thể chơi một bài hát của Aerosmith không ,can you play a song by aerosmith
7481,calendar_set,Tôi muốn một lời nhắc nhở lặp lại mỗi tuần ,i want a reminder that repeats every week
7818,calendar_query,Tôi có một cuộc họp vào ngày mai không ,do i have a meeting tomorrow
7075,calendar_remove,Vui lòng xóa sự kiện lịch tiếp theo của tôi ,please delete my next calendar event
791,weather_query,cho tôi thấy thời tiết cao nhất trong tuần này ,show me the highest weather this week
3201,calendar_set,nhắc nhở tôi nếu bất cứ điều gì khác xảy ra ,remind me if anything else happens
15346,social_query,wendy đã đăng trên facebook ,has wendy posted on facebook
9927,cooking_recipe,olly bao nhiêu thời gian để nấu mì ống ,olly how much time to cook pasta
909,datetime_query,Mấy giờ ở New York ,what time is it in new york
14388,qa_factoid,Meryl Streep nổi tiếng với ,what is meryl streep famous for
11323,play_podcasts,Vui lòng tập tiếp theo ,next episode please
5031,news_query,Làm thế nào để bạn có được ,how do you get
8515,calendar_query,Olly tôi có bất kỳ khe hở nào trong lịch trình của tôi cho ngày mai ,olly do i have any openings on my schedule for tomorrow
14423,qa_currency,và pound đang làm rất tệ với đồng euro ,and the pound is doing how badly against the euro
9635,play_radio,Bạn có thể tìm thấy người giảng đạo Joe hiển thị trên đài phát thanh Tin Mừng không ,can you find the preacher joe show on gospel radio
2293,weather_query,Có phải là có thể có mưa trong dự báo ngày nay ,is it probable that there would be rain in the forecast today
5983,alarm_query,Nói cho tôi biết thời gian báo động bạn đặt ,tell me time of alarm you set
11088,lists_createoradd,Đặt sữa vào danh sách mua sắm ,put milk on the shopping list
3927,weather_query,Bao nhiêu tuyết đã rơi vào Maine kể từ ngày hôm qua ,how much snow has fallen in maine since yesterday
7056,calendar_set,Tôi cần lịch một cuộc họp với Allison vào thứ Hai lúc mười giờ sáng ,i need to calendar a meeting with allison on monday at ten am
7484,calendar_set,đặt một cảnh báo trong lịch của tôi mỗi tuần ,put an alert in my calendar every week
15667,social_post,#TÊN? ,#NAME?
1309,weather_query,Khí hậu ở đây hôm nay là gì ,what is the climate here today
14537,qa_definition,Rock. ,what is rock
7960,lists_remove,Xóa mọi thứ trên menu ,delete everything on the menu
1088,audio_volume_mute,Hãy tự tắt tiếng ,get yourself muted
6504,general_quirky,này tôi cảm thấy tốt ,hey i feel good
14613,qa_maths,Thêm năm cộng mười tám trừ bốn lần ,add five plus eighteen minus four please
4295,play_music,xin vui lòng chơi Britney Spears ,please play britney spears
8927,calendar_remove,Xóa tất cả các sự kiện khỏi toàn bộ lịch của tôi ,remove all the events from my whole calendar
11219,lists_createoradd,Thêm giày vào danh sách của tôi ,add shoes to my list
10362,play_game,Chơi cho tôi trò chơi cricket ,play for me the game cricket
9724,play_audiobook,Tiếp tục người chơi Audiobook. ,resume audiobook player
13782,qa_definition,xác định đối tượng ,identify object
10939,lists_createoradd,Tôi cần thêm nước vào danh sách Kroger của mình ,i need to add water to my kroger list
1697,music_query,bài hát đang chơi bây giờ được phát hành bởi nghệ sĩ nào ,the song playing now is released by which artist
2829,audio_volume_mute,dừng chơi lại ,stop playing
10729,calendar_set,Nhắc nhở tôi lấy rác ra ,remind me to take out the trash
1806,datetime_query,Bao nhiêu phút trôi qua bốn giờ chiều ,how many minutes pass four pm
2885,news_query,Vui lòng kéo bài viết trong Times New York ,please pull up the article in the new york times
5277,audio_volume_up,Vui lòng tăng khối lượng trong trình phát nhạc ,please increase volume in music player
11378,play_podcasts,Bỏ qua cái này ,skip this one
339,iot_coffee,yo tôi cần một ly cà phê bây giờ ,yo i need a coffee now
6123,music_query,Bài hát đó đang chơi trong nền là gì ,what is that song playing in the background
4330,music_query,tên của bài hát hiện tại là gì ,what is the name of the current song
16443,email_querycontact,Bạn có thể cung cấp cho tôi thông tin liên lạc được chỉ định cho người này ,can you provide me with the contact information assigned to this person
14344,qa_stock,Giới thiệu giá cổ phiếu HDFC ,refer the stock price of hdfc
436,play_music,Chơi thư mục Tôn giáo xấu ,play bad religion folder
13837,general_quirky,Bạn có bất kỳ hối tiếc hoặc là những đánh giá về giá trị ngoài phạm vi năng lực trí tuệ của bạn ,do you have any regrets or are value judgments outside the scope of your intellectual capacity
5903,alarm_query,Xác nhận tôi đã đặt báo thức trong sáu giờ sáng ,confirm i have set an alarm for six am
9398,play_radio,Chơi NPR trên đài phát thanh xe hơi ,play npr on the car radio
282,news_query,người sẽ giành chiến thắng trong cuộc bầu cử tiếp theo ở Pháp ,who is going to win the next elections in the france
8240,calendar_remove,Dọn dẹp lịch của tôi Xóa mọi thứ ,clean out my calendar delete everything
6192,general_quirky,"Hôm nay tôi đến cuối cuộc họp, bạn sẽ không tin những gì đã xảy ra ",i was late today for the meeting you would not believe what happened
1538,takeaway_query,Có phải thứ tự của tôi đã sẵn sàng ,is my order ready
5447,weather_query,Tôi sẽ bơi hoặc làm việc ngày hôm nay ,am i going to swim or work today
2129,iot_hue_lightchange,Thay đổi ánh sáng nhà từ xanh sang đỏ ,change house light from green to red
12007,recommendation_events,Có bất kỳ sự kiện thú vị nào trong l. Một. hôm nay ,are there any fun events in l. a. today
1847,takeaway_order,Đặt hàng cho tôi một burger phô mai từ bánh mì kẹp thịt của Tommy ,order me a cheese burger from tommy's burgers
12546,transport_taxi,tìm một chuyến đi đến quầy bar ,find a ride to the bar
13244,general_quirky,Phần tốt nhất của bạn là gì ,what is the best part of being you
4875,music_likeness,Tạp chí của tôi ,my review
6795,calendar_query,Tôi có các cuộc hẹn vào cuối tuần này không ,do i have any appointments this weekend
2407,music_query,Bài hát này có thuộc về cổ điển không ,does this song belongs to the classic
16122,email_sendemail,Tạo một email mới cho Emily ,make a new email for emily
3044,alarm_query,Thời gian nào là báo thức được đặt cho ,what time is alarm set for
15758,email_sendemail,hey email jan về cuộc họp của chúng tôi ,hey email jan about our meeting
11087,lists_createoradd,Chúng tôi cần sữa ,we need milk
1965,play_music,Xin chào Chơi danh sách phát của tôi về một bài hát R Rahman đã phát hành năm hiện tại ,hi play me playlist of a r rehman songs released current year
16295,email_query,Tôi có bao nhiêu email ,how many emails do i have
12687,transport_traffic,Có lưu lượng truy cập lớn trên tôi mười lăm ở Las Vegas ngay bây giờ ,is there heavy traffic on the i fifteen in las vegas right now
13493,qa_definition,Định nghĩa của máy tính ,definition of computer
3440,play_music,Chơi nhạc Jack Johnson Playlist ,play jack johnson playlist music
4541,audio_volume_up,Điều chỉnh âm lượng phương tiện lên ,adjust media volume up
11128,lists_createoradd,Tạo một danh sách cho các nhiệm vụ ngày hôm nay ,create a list for today's tasks
11431,play_podcasts,Vui lòng chơi podcast từ người hạnh phúc dot com ,please play the podcast from happy people dot com
12803,transport_ticket,Vui lòng đặt vé tàu đến New York ,please book train ticket to new york
14082,qa_factoid,Có bao nhiêu đứa trẻ jackie chan có ,how many kids jackie chan does have
11541,play_podcasts,Tập tiếp theo của Podcast NYT ,next episode of nyt podcast
8045,calendar_query,Những sự kiện nào được lên kế hoạch trong tuần này ,what events are scheduled this week
13292,qa_factoid,Ngày sinh cho ngôi sao điện ảnh Keanu Reeves ,birth date for movie star keanu reeves
14424,qa_currency,tỷ giá hối đoái của đồng đô la với đồng euro là bao nhiêu ,what's the dollar's exchange rate with the euro
13104,qa_factoid,Bạn có biết diễn viên Surya ,do you know actor surya
2135,alarm_query,Khi nào là báo động tiếp theo ,when is the next alarm
16251,email_querycontact,Alexa cung cấp thông tin về hóa đơn từ danh sách liên lạc của tôi ,alexa provide information about bill from my contact list
14284,qa_factoid,Nói cho tôi biết về Agra ,tell me about agra
7277,alarm_set,Đặt báo thức thành bảy giờ sáng cho công việc ,set the alarm to seven am for work
2923,takeaway_order,Này hãy đặt hàng cho tôi một số lấy ra từ Deli của Jason ,hey order me some take out from jason's deli
11209,lists_createoradd,TIẾT KIỆM ỨNG DỤNG ĐẾN DANH SÁCH ,save appointment to list
9670,play_audiobook,Khởi động lại các vị thần Mỹ ,restart american gods
632,news_query,Thông báo cho tôi khi có tin tức về đường ống Dakota ,notify me when there's news on the dakota pipeline
10013,cooking_recipe,Chọn Công thức ,select recipe
12564,transport_query,Tôi có thể tìm vé tàu rẻ nhất cho điểm đến này không ,can i find the cheapest train ticket for this destination
12407,transport_query,Mất bao lâu để có được chuyến tàu từ Rome đến Paris ,how long does it take to get the train from rome to paris
12682,transport_query,Khi nào chuyến tàu tiếp theo rời Atlanta ,when does the next train leave for atlanta
3978,weather_query,Thời tiết ở Iowa như thế nào ,what is the weather like in iowa
9367,play_radio,Vui lòng chơi một số bài hát cho trẻ em ,please play some songs for kids
7273,calendar_set,Thông báo cho tôi về sinh nhật của tất cả bạn bè trên Facebook của tôi ,notify me about birthdays of all my facebook friends
4170,iot_coffee,Bắt đầu máy pha cà phê ,start coffee machine
15332,social_query,Hows Twitter. ,hows twitter
1154,iot_hue_lightoff,tắt đèn trong bếp ,shut off the lights in the kitchen
11891,recommendation_events,Những sự kiện đang diễn ra gần tôi ,what events are going on near me
10312,play_game,Chơi trò chơi San Andreas ,play san andreas game
11991,recommendation_locations,Chỉ cho tôi những cửa hàng xung quanh tôi ,show me what shops are around me
13121,qa_maths,Ba cộng bốn là gì ,what is three plus four
8266,calendar_set,Hãy chắc chắn để nhắc nhở về cuộc họp chiều của ngày mai ,make sure to remind about tomorrows afternoon meeting
11039,lists_createoradd,Thiết lập một danh sách mới với các mục sau ,set up a new list with the following
9824,play_audiobook,Đón Wuthering Heights nơi chúng ta rời đi ,pick up wuthering heights where we left off
11202,lists_remove,Hủy bỏ rau khỏi danh sách ,remove vegetables from the list
7705,calendar_set,Nhắc nhở tôi về cuộc họp của tôi vào ngày mai mười giờ sáng ,remind me of my meeting tomorrow ten in the morning
7647,calendar_query,Nói cho tôi biết về bất kỳ lời nhắc nhở đang chờ xử lý ,tell me about any pending reminder
5188,weather_query,Thời tiết ở thành phố New York thế nào ,how is weather in new york city
12638,transport_query,Vui lòng kiểm tra lịch trình đào tạo cho thứ Tư lúc năm giờ chiều đi đến Rockville ,please check the train schedule for wednesday at five pm going to rockville
7060,calendar_set,nhắc nhở tôi đến sớm ba mươi phút mà tôi có một cuộc hội thảo vào thứ ba ,remind me thirty minutes early that i have a teleconference on tuesday
15041,qa_factoid,Olly bao nhiêu tuổi là Tom Cruise ,olly how old is tom cruise
9003,calendar_set,Ok Google tôi cần một cuộc họp với CFO vào thứ năm ,ok google i need a meeting with the cfo on thursday
11151,lists_createoradd,Thêm hẹ vào danh sách mua sắm của tôi ,add chives to my shopping list
9060,calendar_query,Tôi hiện đang nhắc nhở những lời nhắc gì ,what reminders do i have currently
6362,recommendation_movies,Tôi nên xem phim gì ,what film should i watch
9200,play_radio,điều chỉnh trong một số đài phát thanh ,tune in some radio
12931,transport_query,Tôi cần hướng dẫn đến Madison St ,i need directions to madison st
5120,alarm_query,Kiểm tra xem có báo động nào ở đó sau năm giờ sáng không ,check if any alarm is there after five am
15376,social_post,Tweet Comcast và nói với họ dịch vụ của họ lại thất bại ,tweet comcast and tell them their service is down again
9960,cooking_recipe,Làm thế nào để tôi hấp cơm ,how do i steam rice
1968,weather_query,đang ở bên ngoài mưa. ,is outside raining
8389,calendar_set,nhắc nhở tôi vào thứ hai vào hai giờ chiều để có một cuộc họp với Andrew ,remind me on monday at two pm to have a meeting with andrew
3347,news_query,cho tôi biết những câu chuyện hàng đầu trong tin tức ,tell me the top stories in the news
9172,calendar_set,Thực hiện một mục lịch cho thứ bảy tới lúc mười giờ sáng ,make a calendar entry for next saturday at ten am please
8615,calendar_set,Thêm sự kiện mỗi thứ sáu thứ hai của tháng ,add event every second friday of the month
3220,play_music,Bắt đầu bài hát một. ,start song one
10783,lists_query,Đọc danh sách để làm của tôi ,read my to do list
16524,email_querycontact,bạn có thể cho tôi biết số điện thoại của tôi ,can you tell me the phone number of me
11452,play_podcasts,Chơi Podcast được yêu thích trên câu cá ,play favorited podcasts on fishing
13949,qa_factoid,Nữ diễn viên nổi tiếng nhất của Mỹ là ai ,who is the most popular american actress
3909,play_music,Tôi muốn nghe những bài hát dân gian từ một nghìn chín trăm sáu mươi tám ,i'd like to hear folk songs from one thousand nine hundred and sixty eight
12476,transport_taxi,Tôi cần đặt một chiếc taxi ,i need to book a taxi
15327,social_query,Tôi có tweet mới nào không ,do i have any new tweets
1660,iot_cleaning,mang nó trong tay ,take it in hand
15061,qa_factoid,Nói cho tôi biết về Lisa Ann ,tell me about lisa ann
6345,general_quirky,Không phải là một ngày tốt ,not a good day
16057,sendemail,Trả lời email đó ,reply to that email
10083,cooking_recipe,Tìm một công thức cho bánh sô cô la Đức ,find a recipe for german chocolate cake
11965,recommendation_locations,Khi nào thì thanh gần nhất ,when does the closest bar close
1826,news_query,Hãy cho tôi cập nhật mới nhất của New York ,tell me latest updates of new york
7497,calendar_query,là bữa tối sinh nhật trên lịch cho thứ Sáu ,is the birthday dinner on the calendar for friday
15369,social_post,Tweet Comcast và nói với họ rằng dịch vụ của họ lại thất bại ,tweet comcast and tell them that their service is down again
14360,qa_factoid,Chỉ cho tôi hồ sơ của Sachin Tendulkar ,show me the records of sachin tendulkar
7776,calendar_set,Thêm chạy vào lịch của tôi cho thứ năm ,add running to my calendar for thursday
6040,iot_hue_lightoff,hey tắt đèn xin vui lòng ,hey turn off the light please
13388,qa_currency,Đồng đô la hiện tại đến tỷ lệ chuyển đổi Euro là bao nhiêu ,what is the current dollar to euro conversion rate
15026,qa_factoid,Những gì một đêm với Paris ,what's the one night with paris
5973,alarm_query,Tôi có báo động được đặt trước sáu giờ sáng không ,do i have alarms set before six in the morning
175,news_query,cho tôi biết tin tức công nghệ mới nhất ,tell me the latest technology news
2055,music_likeness,Giữ bài hát đó khi tôi cần cổ vũ ,keep that song for when i need cheering up
4990,play_music,Chơi Busdriver. ,play busdriver
7757,calendar_query,Những gì tiếp theo trong lịch của tôi ,what is next in my calendar
13277,qa_factoid,Bao lâu cho đến khi cái chết nhiệt cuối cùng của vũ trụ ,how long till the eventual heat death of the universe
1693,music_query,Dịch vụ âm nhạc nào có một số nhạc linh hồn tôi có thể nghe ,what music service has some soul music i can listen to
1707,audio_volume_down,Biến loa xuống năm phần trăm ,turn the speakers down to five percent
11225,lists_query,Tôi có loại danh sách nào ,what kind of lists do i have
7311,calendar_set,Thêm bữa trưa với Laura vào thứ năm tại một ,add lunch with laura for thursday at one
16074,email_addcontact,Thêm email này vào sổ địa chỉ của tôi ,add this email to my address book
8997,calendar_set,Đặt trên Twenty Second Bad Badminton Match ở Merita Square ,set on twenty second march badminton match in merita square
3217,news_query,Siri Các phương tiện truyền thông tin tức phản ứng với mối quan hệ tiềm năng của Trump như thế nào với Nga ,siri how is the news media reacting to trump's potential ties with russia
4274,general_joke,Bạn có một trò đùa ,do you have a joke
7280,calendar_query,Tôi sẽ làm gì hôm nay ,what do i have going on today
15496,social_post,Tweet đến tài khoản dịch vụ khách hàng của Starbucks ,tweet to the customer service account of starbucks
2707,audio_volume_up,vui lòng nói to hơn ,louder please
2729,general_joke,tìm thấy trò đùa về màu cam và chuối ,find the joke about the orange and the banana
2192,play_music,Tôi muốn nghe nhạc rock cổ điển ,i want to listen to classic rock
8065,calendar_query,Khi nào thế chấp của tôi đến hạn ,when is my mortgage due
14972,qa_currency,Xin vui lòng cho tôi biết tỷ giá hối đoái giữa rupee Ấn Độ và chúng tôi ,please let me know the exchange rate between indian rupees and us
16326,email_query,bất kỳ email nào trong giờ cuối cùng ,any email in the last hour
9128,calendar_remove,Đừng xóa sự kiện lịch tiếp theo ,do deletion of next calendar event
16018,email_querycontact,Bạn có thể cho tôi số điện thoại mới nhất cho Bobby McGee ,can you give me the newest phone number for bobby mcgee
7095,calendar_set,Nhắc tôi khi xe của tôi là do ngày hôm trước ,remind me when my car is due the day before
15677,social_post,Vui lòng mở ứng dụng Twitter của tôi và tìm phần khiếu nại cho Vườn Olive ,please open my twitter app and find complaint section for olive garden
16194,email_sendemail,xin vui lòng gửi email đến liz ,please send email to liz
3051,iot_hue_lightchange,Olly thay đổi màu sáng của tôi thành màu xanh và vui lòng tắt đèn bếp ,olly change my light color to blue and please turn off the kitchen light
5607,iot_hue_lightup,tươi sáng hơn ,more bright
2976,iot_hue_lightchange,Thay đổi màu sắc của bạn sang màu xanh lá cây ,change your colors to green
6152,weather_query,Vui lòng tìm dự báo ngày hôm nay ,please find today's forecast
3469,datetime_convert,"Đó là chín ở đây, mấy giờ ở California ",it is nine here what time is it in california
16937,email_sendemail,Lưu email cho sau này ,save email for later
927,music_query,ai hát bài hát này ,who sings this song
12666,transport_traffic,lưu lượng truy cập như thế nào bây giờ ,what is traffic like right now
460,audio_volume_up,Xin hãy nói to. ,please speak loud
12268,transport_query,Nói cho tôi biết thời gian mà Punjab Mail sẽ đến Gwalior ,tell me the time when punjab mail will reach gwalior
10642,lists_createoradd,Thay thế đồ nội thất bằng điện tử trong danh sách ,replace the furniture with electronics on the list
10011,cooking_recipe,Chọn loại bữa ăn cho dù một bữa ăn sáng ăn tối ,select the type of meal whether a break fast lunch dinner
11036,lists_remove,Xóa chuối khỏi danh sách mua sắm của tôi ,remove bananas from my shopping list
10690,lists_remove,vết xước ba. ,scratch item three
8217,calendar_query,Tôi có một cuộc họp vào thứ Sáu không ,do i have a meeting on friday
7036,calendar_remove,Lịch trống cho tuần này ,empty calendar for this week
2290,iot_coffee,Hướng dẫn trình tạo cà phê để làm cho một ly cà phê lọc sẵn sàng trong mười phút ,instruct the coffee maker to make a filter coffee ready in ten minutes
12466,transport_traffic,là con đường rõ ràng ở Florida ,is the road clear in florida
9929,cooking_recipe,Olly Làm thế nào để tôi nấu một mì ống ,olly how do i cook a pasta
8074,calendar_set,Thêm một sự kiện mới cho ngày mai lúc năm giờ tối gặp Sarah tại phòng tập thể dục ,add a new event for tomorrow at five pm meet sarah at the gym
10425,lists_query,Liệt kê các mục trên danh sách mua sắm của tôi ,list the items on my shopping list
7115,calendar_remove,Xóa thanh toán xe của tôi vào thứ mười lăm từ lịch của tôi ,remove my car payment on the fifteenth from my calendar
